matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
2693,Jix,NA1_4216441381,6,-2,9786,0.2,21923,3,1385,10,1
2694,Jix,NA1_4216387661,19,24,9902,1.6,13626,1,1275,10,1
2695,Jix,NA1_4216376033,-14,-39,-7113,-1.6,-2856,-3,1489,10,0
2696,Jix,NA1_4215975132,9,2,3929,0.6,3908,1,1698,10,1
2697,Jix,NA1_4216009890,-12,-9,-8186,-1.0,-8614,-1,935,10,0
2698,Jix,NA1_4215912872,6,-18,2999,0.6,7237,3,1927,10,1
2699,Jix,NA1_4215709118,-11,-25,-12925,-1.8,-14537,0,1447,10,0
2700,Jix,NA1_4215545014,-26,-15,-17821,-1.8,-19027,-3,1315,10,0
2701,Jix,NA1_4215469633,-22,-16,-12706,-1.2,-4732,1,913,10,0
2702,Jix,NA1_4214531843,-26,-37,-11188,-2.2,-12601,1,1603,10,0
2703,Jix,NA1_4214301884,4,-6,-4956,-0.4,-7604,2,2485,10,0
2704,Jix,NA1_4210450335,-14,-12,-8708,-2.0,-12801,-2,1702,10,0
2705,Jix,NA1_4210371635,2,8,3973,0.4,3681,4,1454,10,1
2706,Jix,NA1_4210292102,9,10,10477,1.8,9037,0,1560,10,1
2707,Jix,NA1_4180992177,0,-33,5906,0.0,-525,2,2884,10,1
2708,Jix,NA1_4180754440,20,13,7121,0.6,15732,1,2423,10,1
2709,Jix,NA1_4180567337,-13,-25,-10779,-1.2,-10669,-2,981,10,0
2710,Jix,NA1_4180322808,17,9,11047,1.2,10888,-1,963,10,1
2711,jinxs cvm slút,NA1_4280027024,1,-29,-9287,-1.2,-5060,3,2389,10,0
2712,jinxs cvm slút,NA1_4272082803,14,24,8342,1.2,9720,3,1983,10,1
2713,jinxs cvm slút,NA1_4233529138,17,14,11205,2.0,19484,3,1492,10,1
2714,jinxs cvm slút,NA1_4233545360,20,38,11528,1.2,8421,4,1703,10,1
2715,jinxs cvm slút,NA1_4228995655,-17,-18,-9328,-1.6,-7011,0,1359,10,0
2716,jinxs cvm slút,NA1_4228973617,-8,-5,-11903,-1.6,-15703,-4,1636,10,0
2717,jinxs cvm slút,NA1_4228654478,-22,-17,-8760,-2.4,-9176,-3,1411,10,0
2718,jinxs cvm slút,NA1_4228530533,12,10,8289,0.8,8539,1,1172,10,1
2719,jinxs cvm slút,NA1_4226641546,10,14,8786,0.4,9529,3,1295,10,1
2720,jinxs cvm slút,NA1_4207213823,-6,-5,-7497,-2.0,-666,1,1600,10,0
2721,jinxs cvm slút,NA1_4174115801,9,-2,2649,0.4,9469,3,1514,10,1
2722,jinxs cvm slút,NA1_4174048551,16,34,7918,1.6,-6852,1,1374,10,1
2723,jinxs cvm slút,NA1_4172743047,9,12,14065,2.2,9076,2,1790,10,1
2724,jinxs cvm slút,NA1_4172703323,19,34,12491,1.4,14163,4,1565,10,1
2725,jinxs cvm slút,NA1_4158221058,-15,-42,-13524,-2.4,-5749,0,1892,10,0
2726,jinxs cvm slút,NA1_4154068799,10,13,7873,1.0,7013,2,922,10,1
2727,jinxs cvm slút,NA1_4152292146,-3,-18,-845,-0.2,13231,-1,2465,10,1
2728,jinxs cvm slút,NA1_4122833667,23,40,9423,1.0,22076,5,2109,10,1
2729,jinxs cvm slút,NA1_4117062480,-13,-22,-8154,-1.0,-716,0,2494,10,0
2730,jinxs cvm slút,NA1_4117018977,-16,-15,-10653,-1.4,-12073,-2,996,10,0
2731,jinxs cvm slút,NA1_4109352368,21,39,8404,1.6,-1037,5,1948,10,1
2732,jinxs cvm slút,NA1_4109319314,19,13,11182,1.2,17542,3,1946,10,1
2733,jinxs cvm slút,NA1_4107695103,5,5,-2383,0.2,-9400,-1,1899,10,0
2734,jinxs cvm slút,NA1_4107639624,9,10,4208,1.2,11807,3,1530,10,1
2735,jinxs cvm slút,NA1_4107572591,-18,-34,-10840,-1.4,-9680,-2,2245,10,0
2736,jinxs cvm slút,NA1_4107545028,14,32,1815,-0.2,14341,3,2018,10,1
2737,jinxs cvm slút,NA1_4100909562,-19,-18,-15090,-1.8,-18989,-2,1119,10,0
2738,jinxs cvm slút,NA1_4100865824,10,4,4688,0.8,11505,-1,1496,10,1
2739,jinxs cvm slút,NA1_4100891375,13,11,12033,1.6,11639,4,1340,10,1
2740,jinxs cvm slút,NA1_4100808865,-12,-3,-8750,-0.6,-15131,-3,1901,10,0
2741,jinxs cvm slút,NA1_4100847260,0,0,-710,-0.6,-17,0,193,10,0
2742,jinxs cvm slút,NA1_4090228699,0,0,-313,-0.4,28,0,194,10,0
2743,jinxs cvm slút,NA1_4090251897,14,7,9114,1.2,8288,2,1147,10,1
2744,jinxs cvm slút,NA1_4090249771,13,21,13224,1.4,20315,0,1737,10,1
2745,jinxs cvm slút,NA1_4089967784,23,49,15353,1.6,19157,4,1652,10,1
2746,jinxs cvm slút,NA1_4089055780,-11,-30,-9905,-0.6,-1218,1,2594,10,0
2747,jinxs cvm slút,NA1_4088958591,-16,-30,-9408,-1.2,-15346,-3,1888,10,0
2748,jinxs cvm slút,NA1_4085349919,-19,-36,-13854,-1.8,-14630,-1,1349,10,0
2749,jinxs cvm slút,NA1_4085289927,-30,-11,-16950,-1.8,-8922,-1,1410,10,0
2750,jinxs cvm slút,NA1_4084311189,4,30,2865,0.2,-1668,0,2397,10,1
2751,jinxs cvm slút,NA1_4077913942,26,27,11860,1.6,22143,3,1501,10,1
2752,jinxs cvm slút,NA1_4077687071,-1,-15,-4943,-0.4,-9508,3,2179,10,0
2753,jinxs cvm slút,NA1_4077664525,-18,-14,-11355,-1.0,-22616,-3,1859,10,0
2754,jinxs cvm slút,NA1_4069478915,17,28,7555,1.8,1278,3,1914,10,1
2755,jinxs cvm slút,NA1_4068280044,8,4,4126,0.2,20056,2,2461,10,1
2756,jinxs cvm slút,NA1_4067623806,7,12,6627,0.2,4700,0,997,10,1
2757,jinxs cvm slút,NA1_4067523404,-14,-20,-11069,-1.8,-14142,-3,1940,10,0
2758,jinxs cvm slút,NA1_4067438909,11,-1,8317,0.6,1457,-3,2283,10,1
2759,jinxs cvm slút,NA1_4064479288,-11,-10,-13892,-1.6,-22744,-3,1530,10,0
2760,jinxs cvm slút,NA1_4064478134,-12,-9,-8240,-1.8,-6464,-2,924,10,0
2761,GuppyXD,NA1_4279593404,11,11,6128,1.2,1449,1,1444,10,1
2762,GuppyXD,NA1_4279517367,18,12,6578,-0.4,11601,-1,1907,10,1
2763,GuppyXD,NA1_4279479386,8,0,5302,-0.4,11170,1,1907,10,1
2764,GuppyXD,NA1_4279453576,-17,-37,-10878,-2.6,17340,1,2049,10,0
2765,GuppyXD,NA1_4276489687,-1,3,6621,1.2,8628,-1,1857,10,1
2766,GuppyXD,NA1_4276494471,-13,6,-8102,-0.8,-17189,0,1538,10,0
2767,GuppyXD,NA1_4270276001,19,25,7801,1.2,19008,2,1932,10,1
2768,GuppyXD,NA1_4270241819,16,9,12748,1.8,21835,1,1381,10,1
2769,GuppyXD,NA1_4270177053,26,25,12770,2.0,24396,4,1743,10,1
2770,GuppyXD,NA1_4269294567,-11,-24,-7221,-1.6,2208,-1,1918,10,0
2771,GuppyXD,NA1_4269290343,-25,-32,-11195,-1.4,-18777,-2,1861,10,0
2772,GuppyXD,NA1_4265631332,8,12,5167,0.4,18175,2,2037,10,1
2773,GuppyXD,NA1_4265536056,21,22,11730,1.0,19500,1,1457,10,1
2774,GuppyXD,NA1_4265520499,-24,-18,-11904,-1.4,-15742,1,1481,10,0
2775,GuppyXD,NA1_4265510139,-12,-45,-1623,0.4,7637,2,2419,10,1
2776,GuppyXD,NA1_4264553605,-16,-10,-8671,-1.2,-5803,-2,1900,10,0
2777,GuppyXD,NA1_4264492901,9,25,1056,0.8,-21580,2,2561,10,1
2778,GuppyXD,NA1_4264377109,-9,-13,-3102,-1.0,-1210,-3,1552,10,0
2779,GuppyXD,NA1_4259331508,21,33,14687,1.2,16508,3,1839,10,1
2780,GuppyXD,NA1_4259292564,24,19,13698,1.6,16146,2,1507,10,1
2781,GuppyXD,NA1_4259207502,0,-8,5395,1.4,5589,2,2067,10,1
2782,GuppyXD,NA1_4257799769,14,16,9836,1.2,8608,2,1442,10,1
2783,GuppyXD,NA1_4257725138,-24,-15,-19306,-1.8,-21297,-3,1952,10,0
2784,GuppyXD,NA1_4257711397,20,23,13617,1.4,12240,3,1358,10,1
2785,GuppyXD,NA1_4257648173,-1,0,258,0.6,100,0,203,10,1
2786,GuppyXD,NA1_4257661588,8,6,11246,1.4,21802,3,1563,10,1
2787,GuppyXD,NA1_4257554709,-10,-15,-10738,-1.8,-16185,-5,2034,10,0
2788,GuppyXD,NA1_4256335205,15,27,3834,0.4,15981,2,2096,10,1
2789,GuppyXD,NA1_4256280081,-9,22,-7897,-0.4,48,-4,2445,10,0
2790,GuppyXD,NA1_4256226041,-9,-16,-7302,-0.6,-3401,-3,1527,10,0
2791,GuppyXD,NA1_4255543395,1,16,1839,0.8,9675,-3,2226,10,1
2792,GuppyXD,NA1_4255497353,7,-5,4432,1.0,16606,0,1533,10,1
2793,GuppyXD,NA1_4255492574,18,4,12244,0.8,25160,3,1532,10,1
2794,GuppyXD,NA1_4251719441,-22,-30,-7152,-1.4,-10748,-3,1895,10,0
2795,GuppyXD,NA1_4251760890,-5,-11,-3884,-1.2,-2159,0,2104,10,0
2796,GuppyXD,NA1_4239687624,-19,-6,-13911,-1.8,-19646,0,1117,10,0
2797,GuppyXD,NA1_4239692676,12,15,7411,1.2,6819,2,1165,10,1
2798,GuppyXD,NA1_4239633936,29,49,15487,1.2,-7297,4,2498,10,1
2799,GuppyXD,NA1_4239595882,-11,-11,-7990,-0.6,-10656,-4,2165,10,0
2800,GuppyXD,NA1_4239486063,-9,-11,-7074,-0.6,-3155,-2,1216,10,0
2801,GuppyXD,NA1_4239500984,-11,-6,-8407,-0.8,-8287,-1,1334,10,0
2802,GuppyXD,NA1_4239435488,20,23,9929,0.8,13192,1,2263,10,1
2803,GuppyXD,NA1_4239421952,-6,-10,-4650,-0.6,-10030,-2,1226,10,0
2804,GuppyXD,NA1_4239394162,-5,-28,3036,-0.2,7425,1,2725,10,1
2805,GuppyXD,NA1_4239319466,-16,-20,-11680,-0.6,-12893,-3,1509,10,0
2806,GuppyXD,NA1_4239102627,-32,-41,-17021,-1.8,-25128,-3,1261,10,0
2807,GuppyXD,NA1_4239038598,-6,-15,-3285,2.0,-13345,1,2146,10,0
2808,GuppyXD,NA1_4239014653,17,46,3489,0.8,-583,4,1799,10,1
2809,GuppyXD,NA1_4239040802,-11,-23,-7036,-0.8,-5015,-2,1314,10,0
2810,GuppyXD,NA1_4238872142,-29,-28,-16306,-2.6,-14097,-2,1091,10,0
2811,Chutelama,NA1_4227977058,-4,-34,-3701,-1.0,5303,3,2180,10,0
2812,Chutelama,NA1_4227933495,6,17,8621,0.8,11168,4,1494,10,1
2813,Chutelama,NA1_4227959736,-19,-6,-8556,-0.6,-23083,-2,1732,10,0
2814,Chutelama,NA1_4225681222,-10,-25,-7698,-0.8,-9764,1,2009,10,0
2815,Chutelama,NA1_4220726459,-8,-8,-11134,-1.2,-15450,-3,2082,10,0
2816,Chutelama,NA1_4220667680,-8,12,-6285,-0.8,-16550,-2,2369,10,0
2817,Chutelama,NA1_4220662524,5,14,12041,2.0,16984,4,1645,10,1
2818,Chutelama,NA1_4218981888,-14,-36,-9362,-0.8,-13312,-2,2196,10,0
2819,Chutelama,NA1_4218918222,-18,-44,-12165,-0.8,-18997,0,1103,10,0
2820,Chutelama,NA1_4218465396,-4,-3,4900,0.8,7982,0,2200,10,1
2821,Chutelama,NA1_4215517107,22,51,6401,1.6,1551,2,2253,10,1
2822,Chutelama,NA1_4215521191,13,24,7014,0.4,9774,-1,2047,10,1
2823,Chutelama,NA1_4215464964,6,24,2126,0.0,10459,5,2627,10,1
2824,Chutelama,NA1_4211412077,4,21,-4999,-0.8,-7644,1,2032,10,0
2825,Chutelama,NA1_4211354747,-1,4,354,0.8,6923,1,1567,10,1
2826,Chutelama,NA1_4211315706,-7,-9,5366,0.4,725,-1,2028,10,0
2827,Chutelama,NA1_4210913393,8,1,12296,1.6,13095,-1,1874,10,1
2828,Chutelama,NA1_4210939919,-12,2,-5223,-1.6,-6693,-2,1612,10,0
2829,Chutelama,NA1_4210896020,29,48,10944,2.0,-6872,2,2347,10,1
2830,Chutelama,NA1_4210874432,17,27,9446,1.2,17647,3,1222,10,1
2831,Chutelama,NA1_4210852542,16,31,7307,0.2,12229,3,1507,10,1
2832,Chutelama,NA1_4210837833,-12,-14,-4951,-0.2,6874,2,2618,10,1
2833,Chutelama,NA1_4209855638,28,22,15359,1.8,16135,3,1527,10,1
2834,Chutelama,NA1_4209861421,1,-11,2321,-0.2,12487,0,2290,10,1
2835,Chutelama,NA1_4208456740,15,30,8062,1.0,20433,3,1862,10,1
2836,Chutelama,NA1_4208452221,15,14,11248,1.0,17527,4,1490,10,1
2837,Chutelama,NA1_4208388841,-12,-19,-5253,-0.8,-18286,-1,1592,10,0
2838,Chutelama,NA1_4207936372,-4,-5,-10562,-1.2,-8857,-1,2048,10,0
2839,Chutelama,NA1_4207950477,-11,-7,-6471,-1.2,-2797,-2,957,10,0
2840,Chutelama,NA1_4207727429,0,-31,-1335,-0.2,-1035,3,2203,10,0
2841,Chutelama,NA1_4207731861,-12,-15,-7665,-0.6,-8551,-2,1155,10,0
2842,Chutelama,NA1_4205987388,-6,-10,-9927,-0.8,-11698,-4,1498,10,0
2843,Chutelama,NA1_4205319194,-13,-4,-9289,-1.0,-21100,-4,1740,10,0
2844,Chutelama,NA1_4205350722,3,12,-2648,-0.0,-2691,0,1847,10,1
2845,Chutelama,NA1_4205254604,-18,-15,-11336,-1.0,-13477,-3,1213,10,0
2846,Chutelama,NA1_4202067526,16,14,11472,1.6,24726,2,1595,10,1
2847,Chutelama,NA1_4201966069,9,48,9,0.2,-926,1,2627,10,1
2848,Chutelama,NA1_4200924373,9,18,11482,1.2,16534,3,2048,10,1
2849,Chutelama,NA1_4197908274,-4,-18,-4613,-0.6,-491,2,2324,10,0
2850,Chutelama,NA1_4196441168,4,18,-1833,0.0,3967,-1,3012,10,0
2851,Chutelama,NA1_4196377904,-2,6,9979,-0.0,4180,1,2554,10,1
2852,Chutelama,NA1_4196376147,-14,-26,-16384,-1.8,-26479,-3,1307,10,0
2853,Chutelama,NA1_4195294397,13,35,9840,1.2,14162,3,1506,10,1
2854,Chutelama,NA1_4195290479,-19,-24,-9735,-1.0,-14499,-4,1688,10,0
2855,Chutelama,NA1_4195196307,22,8,16348,1.8,21242,5,2276,10,1
2856,Chutelama,NA1_4194853307,6,21,3940,0.8,6196,2,2349,10,1
2857,Chutelama,NA1_4194795252,-22,-37,-8411,-1.4,-20833,-4,1686,10,0
2858,Chutelama,NA1_4194733909,-5,-4,-3434,-1.2,-3229,-4,2198,10,0
2859,Chutelama,NA1_4194664830,-11,6,-11498,-1.0,-16375,-1,1514,10,0
2860,Chutelama,NA1_4194212099,-16,-24,-5387,-0.8,-7770,-1,1858,10,0
2861,Xdr0ne,NA1_4218615892,31,43,9804,1.4,11101,3,1905,10,1
2862,Xdr0ne,NA1_4218559490,-16,-12,-11223,-0.6,-12778,-2,1833,10,0
2863,Xdr0ne,NA1_4218545992,-13,-10,-10999,-1.4,-13729,-3,1221,10,0
2864,Xdr0ne,NA1_4205819609,-23,-25,-11473,-1.0,-14504,4,1715,10,0
2865,Xdr0ne,NA1_4204000015,13,15,1952,0.6,-6385,3,2129,10,1
2866,Xdr0ne,NA1_4183110747,17,18,14514,1.8,37486,2,1050,10,1
2867,Xdr0ne,NA1_4180386291,23,42,12890,2.4,2189,2,1710,10,1
2868,Xdr0ne,NA1_4176838917,-7,1,-7637,-1.2,-4777,-3,1393,10,0
2869,Xdr0ne,NA1_4176823370,-15,-13,-10511,-1.0,-6713,0,1037,10,0
2870,Xdr0ne,NA1_4176775341,18,25,11237,2.0,9257,2,1494,10,1
2871,Xdr0ne,NA1_4174346772,-14,2,-10222,-1.0,-2388,1,1496,10,0
2872,Xdr0ne,NA1_4174339917,-9,1,-10398,-1.0,-25119,-3,1436,10,0
2873,Xdr0ne,NA1_4170347351,16,27,9769,1.2,17949,0,1897,10,1
2874,Xdr0ne,NA1_4168931393,-4,-7,457,-0.2,-7570,1,1962,10,0
2875,Xdr0ne,NA1_4168904386,-11,-20,-15149,-1.6,-22941,-2,1040,10,0
2876,Xdr0ne,NA1_4168334640,13,13,9728,1.6,24795,3,1661,10,1
2877,Xdr0ne,NA1_4140121330,-22,-17,-13462,-1.0,-21220,-3,1231,10,0
2878,Xdr0ne,NA1_4140083175,12,35,10414,0.8,15869,2,1766,10,1
2879,Xdr0ne,NA1_4140021826,11,15,9328,1.8,9254,1,1739,10,1
2880,Xdr0ne,NA1_4139976402,13,10,11329,1.4,8254,2,943,10,1
2881,Xdr0ne,NA1_4139917081,11,-1,8204,0.6,20536,2,1872,10,1
2882,Xdr0ne,NA1_4139838228,10,-9,5914,0.8,4440,1,1779,10,1
2883,Xdr0ne,NA1_4139808435,14,16,8040,1.4,16505,3,1905,10,1
2884,Xdr0ne,NA1_4139804600,16,10,12041,2.0,9723,1,811,10,1
2885,Xdr0ne,NA1_4139709341,-16,-33,-2951,-0.4,-17646,-2,1514,10,0
2886,Xdr0ne,NA1_4139743740,22,27,14494,1.6,13652,3,1233,10,1
2887,Xdr0ne,NA1_4139659566,-30,-24,-15615,-1.8,-11939,-2,916,10,0
2888,Xdr0ne,NA1_4139634346,-7,38,-4865,0.0,-14984,-3,1785,10,0
2889,Xdr0ne,NA1_4139628052,-4,-22,2391,1.4,6480,2,1647,10,1
2890,Xdr0ne,NA1_4137610750,-18,-37,-10134,-1.2,-6390,-2,1141,10,0
2891,Xdr0ne,NA1_4136082716,12,8,6955,1.2,16329,-1,1837,10,1
2892,Xdr0ne,NA1_4043277345,18,15,13333,1.6,18274,2,1008175,10,1
2893,Xdr0ne,NA1_4043255088,4,30,8882,1.2,8213,2,1885968,10,1
2894,Xdr0ne,NA1_4043271148,14,11,9809,1.2,11718,1,1898651,10,1
2895,Xdr0ne,NA1_4042552083,-6,-2,-5207,-1.0,-8828,0,2232310,10,0
2896,Xdr0ne,NA1_4041345548,10,21,11336,1.6,11655,2,1769556,10,1
2897,Xdr0ne,NA1_4034717621,7,23,8831,1.2,9734,-2,1672532,10,1
2898,RamboFeeds,NA1_4279725681,-13,-10,-5365,-0.4,1189,-1,1487,10,0
2899,RamboFeeds,NA1_4279659252,17,9,9719,1.2,8992,4,1662,10,1
2900,RamboFeeds,NA1_4276315837,35,36,12139,2.2,9705,3,1534,10,1
2901,RamboFeeds,NA1_4275577178,-10,-24,-3007,0.4,-1808,-4,2619,10,0
2902,RamboFeeds,NA1_4275545918,8,7,9012,1.0,8049,2,813,10,1
2903,RamboFeeds,NA1_4275515679,-13,-30,-10625,-1.2,-12073,-3,2177,10,0
2904,RamboFeeds,NA1_4275501632,-9,-5,-3997,-0.6,-4224,1,1260,10,0
2905,RamboFeeds,NA1_4275436245,31,33,14965,1.8,13602,3,1547,10,1
2906,RamboFeeds,NA1_4275365071,18,10,8503,1.6,11099,2,2211,10,1
2907,RamboFeeds,NA1_4275181222,-7,2,-997,0.2,-3293,-2,2515,10,1
2908,RamboFeeds,NA1_4275136105,10,33,-1243,0.0,-2494,-2,3098,10,0
2909,RamboFeeds,NA1_4275032042,21,33,18504,1.6,13094,1,1749,10,1
2910,RamboFeeds,NA1_4274992964,-3,0,-4329,-0.6,-2725,0,1226,10,0
2911,RamboFeeds,NA1_4275020336,28,34,15813,1.2,18275,3,1931,10,1
2912,RamboFeeds,NA1_4274845897,8,3,7517,0.0,-892,0,2503,10,1
2913,RamboFeeds,NA1_4274822010,-15,-20,-11105,-1.0,-20033,-2,1774,10,0
2914,RamboFeeds,NA1_4274768795,18,18,11940,1.4,8118,2,963,10,1
2915,RamboFeeds,NA1_4273722509,-16,-11,-7361,-1.4,-7149,-2,2328,10,0
2916,RamboFeeds,NA1_4273656876,-6,-28,2964,0.0,5026,2,2368,10,1
2917,RamboFeeds,NA1_4273642157,-1,-14,3934,0.2,21379,-1,1535,10,1
2918,RamboFeeds,NA1_4272919557,13,5,8565,1.2,18288,-2,1546,10,1
2919,RamboFeeds,NA1_4272664292,-7,-10,-6165,-2.0,-1836,-5,1996,10,0
2920,RamboFeeds,NA1_4272608473,18,5,13280,1.8,17461,2,1626,10,1
2921,RamboFeeds,NA1_4272598904,26,35,9425,1.4,13801,2,2354,10,1
2922,RamboFeeds,NA1_4272554042,23,14,12851,1.6,18338,3,1340,10,1
2923,RamboFeeds,NA1_4272483610,-34,-42,-8764,-0.2,-7899,-3,2943,10,0
2924,RamboFeeds,NA1_4272455123,17,29,7658,1.4,11913,-1,1313,10,1
2925,RamboFeeds,NA1_4272410485,-22,-10,-11776,-0.8,-17129,1,2311,10,0
2926,RamboFeeds,NA1_4272312333,10,11,6870,1.2,-1360,5,1844,10,1
2927,RamboFeeds,NA1_4272120608,12,-10,10334,1.0,3039,1,2422,10,1
2928,RamboFeeds,NA1_4270544626,-5,-7,-7717,-1.2,-6435,-3,1880,10,0
2929,RamboFeeds,NA1_4269720902,-7,-13,-9928,-1.0,-17443,-4,1520,10,0
2930,RamboFeeds,NA1_4268610466,10,37,-110,1.2,-7289,1,2373,10,0
2931,RamboFeeds,NA1_4268517161,-13,-17,-5327,-1.0,-7306,-3,1236,10,0
2932,RamboFeeds,NA1_4268531485,18,-10,11358,1.2,15596,4,1661,10,1
2933,RamboFeeds,NA1_4268463844,23,11,21397,1.4,10704,4,2226,10,1
2934,RamboFeeds,NA1_4267708498,-5,-30,-7781,-1.4,-19014,-3,1972,10,0
2935,RamboFeeds,NA1_4267691965,-13,-16,-9274,-1.0,-11607,3,2161,10,0
2936,RamboFeeds,NA1_4262699589,-21,-23,-10318,-0.8,-16838,-4,1654,10,0
2937,RamboFeeds,NA1_4262678672,-3,-5,-2637,-0.6,-1781,-1,623,10,0
2938,RamboFeeds,NA1_4262530108,17,9,10461,1.8,14638,1,1360,10,1
2939,RamboFeeds,NA1_4262444857,17,20,4340,0.4,5064,-4,1824,10,1
2940,RamboFeeds,NA1_4262386999,-11,-33,-3151,-0.2,-11985,-4,2390,10,0
2941,RamboFeeds,NA1_4261379887,7,3,3921,0.2,18375,-3,2375,10,1
2942,RamboFeeds,NA1_4261197544,1,11,-9474,-1.0,-14425,-2,1698,10,0
2943,RamboFeeds,NA1_4259488345,-1,-20,-6848,-1.2,-10441,1,1470,10,0
2944,RamboFeeds,NA1_4258126352,-27,-10,-6962,-1.2,-6740,-3,1770,10,0
2945,RamboFeeds,NA1_4258132242,-17,-15,-8975,-1.0,-9756,0,1121,10,0
2946,RamboFeeds,NA1_4257994899,11,-6,5519,0.6,7508,-1,1913,10,1
2947,RamboFeeds,NA1_4257964487,13,11,8322,0.6,10815,1,1084,10,1
2948,Cobalt Bloo,NA1_4260438367,11,8,10544,1.2,10053,1,790,10,1
2949,Cobalt Bloo,NA1_4258557692,10,-3,12743,1.0,23415,2,1743,10,1
2950,Cobalt Bloo,NA1_4258540978,-23,-25,-3436,-0.4,-7416,1,2070,10,0
2951,Cobalt Bloo,NA1_4258504488,14,10,11626,1.2,21906,4,1453,10,1
2952,Cobalt Bloo,NA1_4211403602,-24,-20,-10547,-2.0,-9076,-4,1519,10,0
2953,Cobalt Bloo,NA1_4211338333,-11,-14,-9489,-1.6,-8722,0,1144,10,0
2954,Cobalt Bloo,NA1_4211372870,8,7,7271,1.4,5220,0,945,10,1
2955,Cobalt Bloo,NA1_4210491679,-19,-15,-14573,-2.0,-21027,0,1322,10,0
2956,Cobalt Bloo,NA1_4210473541,21,19,13589,1.4,13442,2,883,10,1
2957,Cobalt Bloo,NA1_4210396406,38,27,19355,2.4,19667,3,1215,10,1
2958,Cobalt Bloo,NA1_4209911518,-17,-17,-13836,-2.0,-18934,-2,1008,10,0
2959,Cobalt Bloo,NA1_4209849161,27,43,17070,2.2,21044,1,1061,10,1
2960,Cobalt Bloo,NA1_4209473425,22,37,12001,1.4,7812,2,1575,10,1
2961,Cobalt Bloo,NA1_4209457913,9,11,9221,1.0,9793,0,898,10,1
2962,Cobalt Bloo,NA1_4209430734,-14,-21,-7934,-0.6,-8324,2,1322,10,0
2963,Gxbino,NA1_4279125142,7,-3,1808,0.2,7535,4,1795,10,1
2964,Gxbino,NA1_4229426107,14,2,10431,1.4,25248,2,1170,10,1
2965,Gxbino,NA1_4207901584,-20,-14,-9497,-1.6,-12911,-1,1900,10,0
2966,Gxbino,NA1_4205855747,8,5,9795,1.8,16612,2,901,10,1
2967,Gxbino,NA1_4205279731,-20,-21,-12573,-2.0,-18041,0,1692,10,0
2968,Gxbino,NA1_4204578533,0,0,-448,0.0,-619,0,201,10,0
2969,Gxbino,NA1_4198553219,16,40,8394,1.6,16805,3,1443,10,1
2970,Gxbino,NA1_4196982887,18,20,15892,1.8,21494,0,1765,10,1
2971,Gxbino,NA1_4189251419,12,27,9745,1.4,19056,1,1954,10,1
2972,Gxbino,NA1_4189185525,-5,-8,-1516,-0.4,1933,-1,1237,10,0
2973,Gxbino,NA1_4189125818,5,10,8301,1.2,9226,-1,1871,10,1
2974,Gxbino,NA1_4187574204,17,14,14149,1.0,18583,4,1422,10,1
2975,Gxbino,NA1_4186206125,29,49,13142,1.8,11895,3,1905,10,1
2976,Gxbino,NA1_4186200076,10,9,7261,0.8,8942,2,1077,10,1
2977,Gxbino,NA1_4185790281,15,2,10631,1.4,5940,2,1668,10,1
2978,Gxbino,NA1_4184288919,-5,-18,-196,-0.6,-11918,-1,2103,10,0
2979,Gxbino,NA1_4181449080,-5,6,2328,1.0,-4293,0,1467,10,1
2980,Gxbino,NA1_4180128724,2,2,1030,-0.2,0,0,194,10,1
2981,Gxbino,NA1_4179201040,11,13,10704,1.0,12141,3,1262,10,1
2982,Gxbino,NA1_4177743965,-3,5,5958,1.2,-123,4,2298,10,1
2983,Gxbino,NA1_4176660868,-22,-36,-13265,-1.4,-16875,-3,1469,10,0
2984,Gxbino,NA1_4176611876,11,29,7113,1.0,4958,5,1872,10,1
2985,Gxbino,NA1_4174981446,-23,-17,-14218,-2.0,-27017,-2,1680,10,0
2986,Gxbino,NA1_4173400471,-17,-25,-8944,-1.8,-10384,0,1860,10,0
2987,Gxbino,NA1_4172919088,-17,-20,-9970,-1.2,-7828,-2,1222,10,0
2988,Goblin Abuser,NA1_4274906482,-14,-36,-10175,-0.6,7546,-3,2408,10,0
2989,Goblin Abuser,NA1_4274893674,-25,-12,-15931,-1.4,-19473,0,1822,10,0
2990,Goblin Abuser,NA1_4274507056,-5,-9,-5842,-0.8,-7095,-3,2050,10,0
2991,Goblin Abuser,NA1_4274520001,13,31,11497,1.4,16798,1,1820,10,1
2992,Goblin Abuser,NA1_4274334053,24,21,12371,2.2,17685,0,1713,10,1
2993,Goblin Abuser,NA1_4274207954,-37,-60,-12294,-1.6,-5993,-3,1987,10,0
2994,Goblin Abuser,NA1_4274203478,-8,-8,-10686,-0.8,-37929,-1,1466,10,0
2995,Goblin Abuser,NA1_4271095130,-9,9,-8869,-1.2,-11355,-4,2199,10,0
2996,Goblin Abuser,NA1_4270943267,-17,-27,-8366,-1.4,-13659,-4,1924,10,0
2997,Goblin Abuser,NA1_4270919503,20,26,6132,1.0,840,1,1541,10,1
2998,Goblin Abuser,NA1_4270916674,1,0,260,-0.4,-11,0,197,10,0
2999,Goblin Abuser,NA1_4270391655,20,47,8177,1.4,-4395,-1,1975,10,1
