matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
300,MrShmeeee,NA1_4258375877,-7,-10,-6044,-0.8,-5553,0,991,10,0
301,MrShmeeee,NA1_4258338503,-12,-42,-5049,-1.0,-1082,-2,1747,10,0
302,MrShmeeee,NA1_4257548995,5,5,8278,0.8,9391,1,1287,10,1
303,MrShmeeee,NA1_4257543259,-1,-9,-7966,-0.6,-13395,-1,1425,10,0
304,MrShmeeee,NA1_4257474649,-19,-40,-10493,-1.4,-15352,-4,1973,10,0
305,MrShmeeee,NA1_4257387866,8,34,266,0.4,-2345,3,2047,10,1
306,MrShmeeee,NA1_4257335443,21,15,11424,1.2,9593,2,1258,10,1
307,MrShmeeee,NA1_4252895913,-9,-12,-6060,-0.6,-18827,-1,1395,10,0
308,MrShmeeee,NA1_4252858943,-13,0,-7858,-0.2,-16544,-4,1690,10,0
309,MrShmeeee,NA1_4252820984,19,30,17096,1.4,30026,0,2368,10,1
310,MrShmeeee,NA1_4252091351,-9,-17,-4370,-1.2,-9093,-5,2121,10,0
311,MrShmeeee,NA1_4251979072,5,12,-3008,-0.4,-6942,4,2543,10,0
312,MrShmeeee,NA1_4252001792,26,20,12450,1.2,10383,3,1367,10,1
313,MrShmeeee,NA1_4251866286,7,6,10733,1.0,11846,3,2078,10,1
314,MrShmeeee,NA1_4247258827,-23,-20,-15053,-2.0,-19183,-3,1864,10,0
315,MrShmeeee,NA1_4247223947,-11,-14,-6421,-1.0,-2954,1,1300,10,0
316,MrShmeeee,NA1_4247207114,11,15,8475,1.2,4517,3,1411,10,1
317,MrShmeeee,NA1_4247138920,13,7,9687,1.6,15385,1,1930,10,1
318,MrShmeeee,NA1_4246501452,-12,-10,-9939,-0.4,-19363,-4,1780,10,0
319,MrShmeeee,NA1_4246425922,14,15,10299,1.2,14818,3,1420,10,1
320,MrShmeeee,NA1_4245372571,-8,6,-524,0.2,6749,0,1931,10,1
321,MrShmeeee,NA1_4245067575,12,29,9832,1.4,8377,2,1678,10,1
322,MrShmeeee,NA1_4245024472,-3,-11,-3818,-0.8,-2045,-3,1559,10,0
323,MrShmeeee,NA1_4244969319,-14,-36,-5244,-0.8,-3772,-1,1759,10,0
324,MrShmeeee,NA1_4244964723,11,19,7095,0.8,11343,0,1667,10,1
325,MrShmeeee,NA1_4243289018,-17,-31,-12927,-2.4,-15132,0,1555,10,0
326,MrShmeeee,NA1_4243264805,-24,-20,-13295,-1.8,-9024,-3,1283,10,0
327,MrShmeeee,NA1_4243218558,26,35,16979,2.0,18888,2,1151,10,1
328,MrShmeeee,NA1_4243183161,-19,0,-10164,-1.0,-13950,-3,1410,10,0
329,MrShmeeee,NA1_4243089560,-14,-24,-13007,-1.6,-12704,-1,1188,10,0
330,MrShmeeee,NA1_4226017169,-2,-9,-3102,-0.6,-7401,0,2064,10,0
331,MrShmeeee,NA1_4225990488,28,41,15749,1.6,23069,3,1590,10,1
332,MrShmeeee,NA1_4225074774,21,36,11476,1.2,13169,4,1679,10,1
333,MrShmeeee,NA1_4225026303,-23,-37,-9561,-1.2,-16442,-1,1485,10,0
334,MrShmeeee,NA1_4224985073,9,14,221,0.2,-8443,-3,2302,10,0
335,MrShmeeee,NA1_4223673987,5,-15,6526,0.6,27011,4,1840,10,1
336,MrShmeeee,NA1_4223587372,7,-6,6999,1.4,11175,2,1629,10,1
337,MrShmeeee,NA1_4223544364,-8,-30,-7243,0.0,-9142,-1,2756,10,0
338,MrShmeeee,NA1_4223480226,-9,-5,1454,0.0,-8302,-2,3222,10,1
339,MrShmeeee,NA1_4202714125,14,24,9429,0.6,20552,0,2288,10,1
340,MrShmeeee,NA1_4202654428,-17,-27,-11466,-1.4,-18466,-3,1418,10,0
341,pakman2018,NA1_4277969409,1,19,-3274,0.0,-18973,-3,2648,10,0
342,pakman2018,NA1_4278004189,-6,-22,-10665,-0.4,5391,2,2573,10,0
343,pakman2018,NA1_4277155587,4,28,3205,0.4,9108,2,2219,10,1
344,pakman2018,NA1_4275181653,-2,14,-3679,-0.4,-19335,-2,1841,10,0
345,pakman2018,NA1_4275155613,-18,-53,-3373,-0.2,-15429,-1,2157,10,0
346,pakman2018,NA1_4274079838,-14,-22,-4881,-0.8,-641,-4,1733,10,0
347,pakman2018,NA1_4272993342,-6,-9,-3442,-0.4,-5647,-3,1253,10,0
348,pakman2018,NA1_4265446976,-12,-23,-8790,-0.0,3582,-4,2455,10,0
349,pakman2018,NA1_4263778392,-22,-22,-9660,-1.2,1374,-2,2103,10,0
350,pakman2018,NA1_4263764867,-10,-17,-8758,-0.4,-20719,-4,1781,10,0
351,pakman2018,NA1_4263222557,-10,-46,-11196,-1.6,-8060,-5,1929,10,0
352,pakman2018,NA1_4262805166,15,20,11172,1.6,11113,3,1762,10,1
353,pakman2018,NA1_4262801204,8,13,3808,0.4,8540,1,2399,10,1
354,pakman2018,NA1_4260942171,-14,-19,-7549,-0.6,-2889,0,2298,10,0
355,pakman2018,NA1_4259906038,10,44,12383,1.4,1516,5,2277,10,1
356,pakman2018,NA1_4256918169,28,59,5856,0.8,13499,3,2671,10,1
357,pakman2018,NA1_4256963405,11,8,6925,0.4,12886,3,1301,10,1
358,pakman2018,NA1_4251773469,-18,-24,-13496,-2.0,-7286,-5,1898,10,0
359,pakman2018,NA1_4251658607,-15,-42,-1754,-0.8,8064,-1,2474,10,0
360,pakman2018,NA1_4249486658,-12,-10,-8867,-0.8,-19609,-2,1829,10,0
361,pakman2018,NA1_4248592690,-16,-26,-9108,-0.8,-16688,-4,1858,10,0
362,pakman2018,NA1_4246998655,4,12,5357,1.2,-3049,-1,1382,10,1
363,pakman2018,NA1_4245370492,23,41,11090,1.6,20022,5,1891,10,1
364,pakman2018,NA1_4245274953,3,10,3353,1.0,3845,2,1817,10,1
365,pakman2018,NA1_4245206673,-2,-2,-4195,-1.0,-5360,-1,2094,10,0
366,pakman2018,NA1_4245211763,22,29,9507,1.2,11189,0,1472,10,1
367,pakman2018,NA1_4245102401,-7,-32,-4087,-1.4,7289,-1,2150,10,0
368,pakman2018,NA1_4245048431,16,15,8405,1.0,8309,2,921,10,1
369,pakman2018,NA1_4244203375,-20,-36,-14729,-2.4,-9615,-1,1924,10,0
370,pakman2018,NA1_4242998578,-16,-20,-10196,-1.6,-6400,-2,1017,10,0
371,pakman2018,NA1_4242974930,-29,-17,-9794,-1.0,-7381,0,2247,10,0
372,pakman2018,NA1_4242950031,7,-14,3158,0.0,571,2,2917,10,1
373,pakman2018,NA1_4238401167,-4,-8,-5711,-1.2,3119,1,1839,10,0
374,pakman2018,NA1_4238350855,6,-8,1691,-0.0,185,1,1876,10,0
375,pakman2018,NA1_4237333853,19,3,10529,1.4,8892,0,1610,10,1
376,pakman2018,NA1_4237310032,16,10,11928,1.6,24433,2,1511,10,1
377,pakman2018,NA1_4237245081,15,25,5371,0.2,-849,1,2600,10,1
378,pakman2018,NA1_4236475155,-6,-7,-5791,-1.6,-5065,-1,626,10,0
379,pakman2018,NA1_4236451660,32,41,21669,2.2,13020,4,1670,10,1
380,pakman2018,NA1_4235666756,39,68,14448,2.0,7817,3,2017,10,1
381,pakman2018,NA1_4235704114,19,19,11274,1.4,12046,0,925,10,1
382,pakman2018,NA1_4233703096,17,11,11479,1.4,17010,-1,1805,10,1
383,pakman2018,NA1_4231714563,-10,-17,-8324,-1.2,-14798,-1,1290,10,0
384,pakman2018,NA1_4231658539,22,35,17644,1.0,17527,2,1458,10,1
385,pakman2018,NA1_4231623816,-24,-33,-11795,-2.0,-6532,-4,1662,10,0
386,pakman2018,NA1_4231369049,-9,-15,-4399,-0.8,-7669,-2,1547,10,0
387,pakman2018,NA1_4231345211,13,24,11289,1.6,18428,3,2007,10,1
388,pakman2018,NA1_4231341434,-16,-32,-9042,-1.4,-14026,-2,1690,10,0
389,pakman2018,NA1_4230276594,3,0,7947,0.6,20136,3,1814,10,1
390,pakman2018,NA1_4230272017,-11,-10,-9790,-1.8,-10088,-4,1792,10,0
391,Drakesdad123,NA1_4230694494,-17,-12,-14636,-1.6,-22639,0,1557,10,0
392,Drakesdad123,NA1_4230662579,3,8,4272,0.6,2696,1,625,10,1
393,Drakesdad123,NA1_4225760841,-21,-33,-890,1.0,9055,3,2309,10,1
394,Drakesdad123,NA1_4222972267,-10,-13,-8772,-0.2,-23182,-3,1941,10,0
395,Drakesdad123,NA1_4221975848,13,16,11901,1.0,15802,2,1704,10,1
396,Drakesdad123,NA1_4221991657,12,27,7659,1.2,11409,1,1475,10,1
397,Drakesdad123,NA1_4217423166,-5,-18,13234,0.8,18676,5,1983,10,1
398,Drakesdad123,NA1_4217379124,5,-1,5657,0.6,10830,1,1816,10,1
399,Drakesdad123,NA1_4216405929,-9,9,4788,0.8,-2558,2,2283,10,1
400,Drakesdad123,NA1_4216338058,10,17,8706,1.2,4980,-4,1955,10,1
401,Drakesdad123,NA1_4216365170,-15,-7,-9100,-1.6,-9975,-3,1265,10,0
402,Drakesdad123,NA1_4215810942,-14,-1,-6573,-1.2,-15223,3,2156,10,0
403,Drakesdad123,NA1_4215647378,11,4,4754,0.2,10144,4,2109,10,1
404,Drakesdad123,NA1_4215467529,3,17,7090,-0.2,2687,-1,2882,10,1
405,Drakesdad123,NA1_4215357172,-7,-24,-8630,-1.6,-12194,1,1852,10,0
406,Drakesdad123,NA1_4215355725,2,7,4136,0.8,2620,-1,645,10,1
407,Drakesdad123,NA1_4215353328,12,31,6400,1.2,5664,3,1279,10,1
408,Drakesdad123,NA1_4215322386,10,7,8047,1.8,10731,2,1034,10,1
409,Drakesdad123,NA1_4213287767,23,36,14787,1.6,18724,0,1696,10,1
410,Drakesdad123,NA1_4213284141,-19,-23,-8431,-1.4,-7181,-2,1202,10,0
411,Drakesdad123,NA1_4213224660,25,42,5395,0.0,-3765,2,2562,10,1
412,Drakesdad123,NA1_4213250798,-10,-2,-4775,-0.6,-7063,-3,1241,10,0
413,Drakesdad123,NA1_4212597340,-15,-25,-13504,-2.0,-18718,-4,1575,10,0
414,Drakesdad123,NA1_4212405325,26,40,11902,0.8,10864,1,1721,10,1
415,Drakesdad123,NA1_4212301266,15,17,14194,1.4,17299,4,1468,10,1
416,Drakesdad123,NA1_4212208947,15,17,9920,1.4,10184,3,1267,10,1
417,Drakesdad123,NA1_4211089416,9,9,4920,0.2,5866,0,1321,10,1
418,Drakesdad123,NA1_4208719137,-1,26,2813,-0.2,17337,-1,1977,10,1
419,Drakesdad123,NA1_4207858729,-2,-7,-7541,-1.0,-12372,-2,1855,10,0
420,Drakesdad123,NA1_4207829968,-4,-18,-6449,-1.2,-6695,-3,1831,10,0
421,Drakesdad123,NA1_4207384486,15,54,10911,2.2,5750,3,2052,10,1
422,Drakesdad123,NA1_4200013820,17,23,8687,1.4,799,2,2091,10,1
423,Drakesdad123,NA1_4199945462,8,22,8629,0.6,18737,-3,1665,10,1
424,Drakesdad123,NA1_4198240428,8,12,3989,0.0,11168,4,1435,10,1
425,Drakesdad123,NA1_4196645132,-1,-37,-6835,-1.2,-4539,-2,2122,10,0
426,Drakesdad123,NA1_4195571201,18,49,13567,1.6,2596,1,1976,10,1
427,Drakesdad123,NA1_4195307017,-4,-25,-6986,-0.4,-12356,-4,1811,10,0
428,Drakesdad123,NA1_4195352810,-18,-34,-11786,-2.2,-7896,-3,1496,10,0
429,Drakesdad123,NA1_4194685057,-11,-20,-6687,-0.2,-1575,-1,2760,10,0
430,Drakesdad123,NA1_4194624816,20,23,11291,2.0,13560,2,1777,10,1
431,Drakesdad123,NA1_4194353669,-3,6,-8085,-1.2,-16501,-4,1794,10,0
432,Drakesdad123,NA1_4193987435,5,33,-3862,-0.4,-1321,-1,2436,10,0
433,Drakesdad123,NA1_4193994385,11,13,12218,0.8,18543,4,1780,10,1
434,Drakesdad123,NA1_4192092733,3,-9,6980,0.2,20678,1,1902,10,1
435,Drakesdad123,NA1_4192026476,-9,-21,-10772,-1.4,-19378,-3,1479,10,0
436,Drakesdad123,NA1_4189258032,15,16,12541,1.6,32025,2,1642,10,1
437,Drakesdad123,NA1_4189188126,0,-15,1818,-0.4,2181,3,2280,10,1
438,Drakesdad123,NA1_4179092036,7,-7,8969,0.4,15843,-1,1263,10,1
439,Drakesdad123,NA1_4179013789,13,6,4584,1.0,7927,3,1955,10,1
440,Drakesdad123,NA1_4178954731,-2,0,1952,0.6,-1376,0,2497,10,1
441,Boneshakers,NA1_4278956875,-8,-5,-4649,-0.4,-27236,-3,2346,10,0
442,Boneshakers,NA1_4278952746,-29,-32,-15175,-1.2,-14320,-3,1877,10,0
443,Boneshakers,NA1_4278848298,-9,-16,-8259,-0.4,-13355,-3,2161,10,0
444,Boneshakers,NA1_4263172155,-13,-12,-11178,-1.0,-13368,0,1491,10,0
445,Boneshakers,NA1_4261386901,-8,-18,-7692,-0.6,-9935,-2,2246,10,0
446,Boneshakers,NA1_4261354334,26,19,18548,2.6,16393,3,1346,10,1
447,Boneshakers,NA1_4260552550,18,41,4427,0.6,-5,0,2444,10,1
448,Boneshakers,NA1_4260543602,15,18,9387,1.0,20363,0,1837,10,1
449,Boneshakers,NA1_4260429470,14,33,13384,0.8,7080,6,2230,10,1
450,Boneshakers,NA1_4260480678,16,5,8453,1.2,19449,4,1616,10,1
451,Boneshakers,NA1_4259384095,9,7,8513,1.2,6639,4,1805,10,1
452,Boneshakers,NA1_4259363935,-16,-38,-7779,-1.0,-15319,-1,2029,10,0
453,Boneshakers,NA1_4258974307,16,19,16910,2.4,28459,3,1466,10,1
454,Boneshakers,NA1_4258919420,17,27,11494,1.4,10627,-1,2162,10,1
455,Boneshakers,NA1_4258612181,13,31,9147,2.0,-201,-2,2327,10,1
456,Boneshakers,NA1_4258593966,5,20,7285,1.2,9517,1,1916,10,1
457,Boneshakers,NA1_4258489292,-13,-29,-4842,-1.0,-3511,-2,2108,10,0
458,Boneshakers,NA1_4258485339,9,8,6457,0.6,10174,2,928,10,1
459,Boneshakers,NA1_4258457079,24,7,5679,1.0,9546,4,1811,10,1
460,Boneshakers,NA1_4258422884,-17,-4,-13653,-0.8,-18059,0,1336,10,0
461,Boneshakers,NA1_4257474598,7,11,8146,0.8,16171,-2,1621,10,1
462,Boneshakers,NA1_4257318108,-12,-14,-2518,-0.2,729,1,2615,10,1
463,Boneshakers,NA1_4257271624,-18,-33,-6612,-1.0,-1681,-1,1386,10,0
464,Boneshakers,NA1_4256287335,12,12,12533,1.4,20051,5,1927,10,1
465,Boneshakers,NA1_4256257735,-14,4,-12288,-1.6,-16640,-3,1596,10,0
466,Boneshakers,NA1_4256263752,24,30,9784,2.2,11840,3,1285,10,1
467,Boneshakers,NA1_4255595388,15,7,8375,1.2,16483,1,2048,10,1
468,Boneshakers,NA1_4255538215,-24,-36,-9433,-1.6,-4140,-3,2158,10,0
469,Boneshakers,NA1_4255434060,20,30,9494,1.8,3845,-1,1783,10,1
470,Boneshakers,NA1_4255188853,12,6,7813,1.8,9650,1,1483,10,1
471,Boneshakers,NA1_4254590988,-10,-8,-7165,-0.6,-3174,1,1979,10,0
472,Boneshakers,NA1_4254429356,-14,-23,-9947,-0.4,-21046,-1,1423,10,0
473,Boneshakers,NA1_4254237468,-14,-22,-8064,-0.8,-2598,-2,2085,10,0
474,Boneshakers,NA1_4254243567,-15,-15,-9165,-0.8,-23589,-1,1340,10,0
475,Boneshakers,NA1_4253958778,24,28,15062,1.4,23604,4,1955,10,1
476,Boneshakers,NA1_4253945370,-11,-13,-8540,-1.0,-6104,-3,1794,10,0
477,Boneshakers,NA1_4253744753,5,-18,7043,0.0,14433,4,2393,10,1
478,Boneshakers,NA1_4253667705,8,-7,-1237,-2.0,-11388,-3,2173,10,0
479,Boneshakers,NA1_4253577287,20,19,15384,1.6,25317,3,1408,10,1
480,Boneshakers,NA1_4253561749,9,12,7124,0.8,11063,0,1875,10,1
481,Boneshakers,NA1_4253534343,6,31,6375,2.0,2597,3,2117,10,1
482,Boneshakers,NA1_4252959773,19,11,10806,1.8,10582,2,1792,10,1
483,Boneshakers,NA1_4252878793,-24,-42,-14703,-1.6,-19104,-1,1495,10,0
484,Boneshakers,NA1_4252719447,-17,-24,-14646,-0.8,-17047,0,1799,10,0
485,Boneshakers,NA1_4252733511,15,4,7594,1.6,14525,4,1868,10,1
486,Boneshakers,NA1_4252606247,7,1,10275,1.2,11819,-1,1510,10,1
487,Boneshakers,NA1_4252600321,-5,5,-1617,-0.4,-1470,-1,2377,10,0
488,Boneshakers,NA1_4251986161,-17,-13,-10754,-1.4,-11392,-2,1318,10,0
489,Boneshakers,NA1_4251907827,-7,-1,-5492,-1.0,-8802,1,1910,10,0
490,Boneshakers,NA1_4250817532,-20,-31,-7987,-1.4,-4368,-4,1765,10,0
491,Not HT,NA1_4222149761,-12,-2,-9847,-1.6,-11580,0,1122,10,0
492,Not HT,NA1_4222124064,-21,-22,-13160,-1.8,-14878,-4,1679,10,0
493,Not HT,NA1_4221959701,10,-10,8627,0.6,12835,1,1779,10,1
494,Not HT,NA1_4221917393,-19,-19,-15883,-1.2,-19359,-2,1206,10,0
495,Not HT,NA1_4221951632,16,33,9249,1.8,7889,0,2067,10,1
496,Not HT,NA1_4221838875,-5,3,-4582,-0.6,-17377,-2,1780,10,0
497,Not HT,NA1_4220887788,-17,-20,-9738,-1.4,-10959,-3,1536,10,0
498,Not HT,NA1_4220838432,15,-1,9087,1.2,19622,3,2014,10,1
499,Not HT,NA1_4220500062,17,18,11904,1.2,17361,1,1510,10,1
500,Not HT,NA1_4220075653,0,14,2358,0.4,12142,1,2005,10,1
501,Not HT,NA1_4219956112,-21,-43,-12541,-1.6,-8505,0,1689,10,0
502,Not HT,NA1_4219887013,-11,-10,-8214,-0.4,-19346,-2,1961,10,0
503,Not HT,NA1_4218623269,22,44,3798,0.2,5036,4,1810,10,1
504,Not HT,NA1_4209482589,23,26,12699,1.8,15121,4,1815,10,1
505,Not HT,NA1_4209454051,12,16,4899,0.6,6679,1,1911,10,1
506,Not HT,NA1_4197407333,-23,-18,-7896,-1.4,-7919,-3,2106,10,0
507,Not HT,NA1_4197328518,-13,5,-8745,-1.4,-10760,-4,1839,10,0
508,Not HT,NA1_4195712066,-27,-64,-11510,-1.2,-13378,-5,2155,10,0
509,Not HT,NA1_4192129872,-8,3,-8122,-1.4,-12858,-3,1221,10,0
510,Not HT,NA1_4192050180,-14,-1,-7603,-1.2,-8083,1,2174,10,0
511,Not HT,NA1_4192000552,7,-10,5465,1.2,3459,1,2187,10,1
512,Not HT,NA1_4190516044,25,23,12233,1.0,14636,1,1625,10,1
513,Not HT,NA1_4190485003,-21,-3,-12010,-1.2,-11300,-2,2297,10,0
514,Not HT,NA1_4188583084,8,-3,4765,0.6,521,-2,1682,10,1
515,Not HT,NA1_4188496984,1,8,1961,-0.0,14249,1,1836,10,1
516,Not HT,NA1_4188429688,-13,-17,2442,0.0,-2656,0,2148,10,1
517,Not HT,NA1_4123139717,-11,-18,-3782,-1.0,11651,-3,2633,10,0
518,Not HT,NA1_4105839646,-11,-25,-11249,-1.2,-20943,-1,1394,10,0
519,Not HT,NA1_4105838385,-1,1,121,0.4,53,0,195,10,1
520,Not HT,NA1_4103697963,-15,-25,-14018,-1.0,-14748,-4,1680,10,0
521,Not HT,NA1_4101868388,15,37,6535,1.4,7529,3,2238,10,1
522,Not HT,NA1_4101857153,-9,-7,-8186,-1.8,-6136,-1,925,10,0
523,Not HT,NA1_4101845412,-18,-18,-7723,-1.4,-11275,-3,1694,10,0
524,Not HT,NA1_4101407373,-25,-38,-13908,-2.6,-15075,-4,1613,10,0
525,Not HT,NA1_4101266532,9,13,12446,2.4,40099,1,807,10,1
526,Not HT,NA1_4101212841,0,-7,10435,0.2,12955,3,1804,10,1
527,Not HT,NA1_4100272192,-22,-34,-15632,-1.6,-9751,-3,1331,10,0
528,Not HT,NA1_4100187616,-20,-8,-10385,-1.6,-19343,-3,1383,10,0
529,Not HT,NA1_4100153528,-17,-47,-2900,-0.4,10550,-1,1432,10,1
530,Not HT,NA1_4100135798,-18,-24,-12063,-1.6,-17174,-2,1750,10,0
531,Not HT,NA1_4098953004,16,16,12022,1.8,13327,2,991,10,1
532,Not HT,NA1_4098887747,11,5,9861,1.2,12122,-1,1409,10,1
533,Not HT,NA1_4098881610,18,18,10793,1.2,12848,4,1726,10,1
534,Not HT,NA1_4098708950,-3,2,5094,2.0,-3108,2,2281,10,1
535,Not HT,NA1_4097849607,20,29,9347,1.4,8929,3,1490,10,1
536,Not HT,NA1_4096781364,1,9,-1179,0.4,-19646,0,1868,10,0
537,Not HT,NA1_4096682797,-23,-24,-10852,-0.8,7127,-2,2494,10,0
538,Not HT,NA1_4096294964,-21,-24,-15275,-1.8,-14843,-2,992,10,0
539,Not HT,NA1_4096198835,-1,4,-2714,-0.2,3861,-1,2685,10,0
540,Not HT,NA1_4096222617,14,2,6402,-0.2,17004,3,2003,10,1
541,Oshino Oug1,NA1_4280346574,20,28,12550,2.2,7272,4,1386,10,1
542,Oshino Oug1,NA1_4280319386,-14,-21,-10841,-1.8,8046,-5,2129,10,0
543,Oshino Oug1,NA1_4279959377,10,16,5419,1.4,16371,2,1682,10,1
544,Oshino Oug1,NA1_4279976824,-9,3,739,-0.4,22051,-2,2164,10,1
545,Oshino Oug1,NA1_4277035164,-10,-15,-8085,-0.6,-16834,-3,1336,10,0
546,Oshino Oug1,NA1_4266233589,-9,-6,-7472,-1.0,-50090,-2,1566,10,0
547,Oshino Oug1,NA1_4263876355,-2,10,-8031,-1.2,-15330,-1,2038,10,0
548,Oshino Oug1,NA1_4262748890,20,33,15000,1.8,8852,0,1767,10,1
549,Oshino Oug1,NA1_4262755979,-13,-28,-9412,-1.4,-35843,-1,1788,10,0
550,Oshino Oug1,NA1_4257123712,2,-12,6273,1.2,9862,4,1779,10,1
551,Oshino Oug1,NA1_4257111048,8,17,3121,0.6,6158,1,1266,10,1
552,Oshino Oug1,NA1_4256426466,-8,-8,-9092,-0.4,-7513,-3,1325,10,0
553,Oshino Oug1,NA1_4256348806,0,-12,-1988,-0.6,-4368,0,2555,10,0
554,Oshino Oug1,NA1_4256341682,-22,-34,-111,0.2,-21650,0,2310,10,0
555,Oshino Oug1,NA1_4254753154,0,0,619,0.4,0,0,195,10,1
556,Oshino Oug1,NA1_4254628932,-9,-23,-10709,-1.2,-37286,-1,1535,10,0
557,Oshino Oug1,NA1_4219928121,-16,-23,-13895,-1.6,-14451,1,1666,10,0
558,Oshino Oug1,NA1_4219910988,-2,-11,-4876,-0.6,-10285,-1,1669,10,0
559,Oshino Oug1,NA1_4219844535,7,9,5634,1.4,18257,1,1734,10,1
560,Oshino Oug1,NA1_4208836639,13,14,13732,1.4,21197,2,1967,10,1
561,Oshino Oug1,NA1_4208811869,22,37,11550,1.6,10793,4,1560,10,1
562,Oshino Oug1,NA1_4171619764,31,34,17141,1.2,19763,2,1511,10,1
563,Oshino Oug1,NA1_4145005879,-2,3,5534,1.6,8913,1,930,10,1
564,Oshino Oug1,NA1_4144391628,-15,-28,-14712,-1.2,-24284,-3,1390,10,0
565,Oshino Oug1,NA1_4144347790,22,26,13281,1.6,6224,2,1202,10,1
566,Oshino Oug1,NA1_4144352349,-13,-21,-8270,-0.8,-5846,0,1706,10,0
567,Oshino Oug1,NA1_4135777900,-14,-41,-16158,-2.0,-9474,-5,2261,10,0
568,Oshino Oug1,NA1_4135774206,14,11,2982,0.8,5369,2,1228,10,1
569,Oshino Oug1,NA1_4038518328,-1,4,-6001,-1.2,-24834,0,1680660,10,0
570,Oshino Oug1,NA1_4038524753,8,19,7717,1.2,28414,4,1722462,10,1
571,whitedragonfoz,NA1_4181332820,25,19,14152,1.8,17045,2,1177,10,1
572,whitedragonfoz,NA1_4181249595,19,12,7196,0.8,1613,-2,1813,10,1
573,whitedragonfoz,NA1_4181256755,17,13,9217,1.0,15680,-1,1214,10,1
574,whitedragonfoz,NA1_4181262896,18,29,11315,1.2,15852,1,1437,10,1
575,whitedragonfoz,NA1_4181188303,13,-1,7574,1.0,16513,1,1789,10,1
576,whitedragonfoz,NA1_4181184321,15,15,12555,2.4,23006,3,1274,10,1
577,whitedragonfoz,NA1_4181177052,27,31,14564,1.8,15383,0,1273,10,1
578,whitedragonfoz,NA1_4181144132,-16,-18,-10180,-1.0,-7150,-2,1082,10,0
579,whitedragonfoz,NA1_4181115621,-19,-15,-11475,-1.8,-13260,-3,1399,10,0
580,whitedragonfoz,NA1_4181058130,-16,-9,-7716,-1.0,-10544,-2,1217,10,0
581,whitedragonfoz,NA1_4181012022,8,2,4086,0.2,8828,-1,1541,10,1
582,whitedragonfoz,NA1_4180993213,-42,-28,-16973,-2.2,-16870,-3,1329,10,0
583,whitedragonfoz,NA1_4180787818,-29,-45,-17806,-2.2,-16632,-2,1146,10,0
584,whitedragonfoz,NA1_4180790406,-14,10,-10678,-1.2,-8927,-3,1355,10,0
585,whitedragonfoz,NA1_4180735497,-23,-9,-11837,-1.8,-11573,-2,915,10,0
586,whitedragonfoz,NA1_4180710679,16,-1,12537,1.6,8435,2,1009,10,1
587,whitedragonfoz,NA1_4180690226,19,-14,3291,-0.8,5559,2,1959,10,1
588,whitedragonfoz,NA1_4179399328,21,21,12583,1.6,15602,3,1288,10,1
589,whitedragonfoz,NA1_4179382100,17,17,13457,1.2,6919,0,957,10,1
590,whitedragonfoz,NA1_4179298777,8,0,6729,1.6,1125,1,630,10,1
591,whitedragonfoz,NA1_4178884222,20,18,9417,0.8,21575,3,1315,10,1
592,whitedragonfoz,NA1_4178839652,9,7,15705,1.8,21440,1,1277,10,1
593,whitedragonfoz,NA1_4178835328,-18,-9,-14043,-1.4,-17702,2,1219,10,0
594,whitedragonfoz,NA1_4178832334,-10,-2,-6317,-1.0,-6615,0,682,10,0
595,whitedragonfoz,NA1_4178796161,7,40,6854,1.0,5693,1,1654,10,1
596,whitedragonfoz,NA1_4178792313,-19,-9,-13059,-1.4,-14305,-3,1362,10,0
597,whitedragonfoz,NA1_4178708629,-23,-34,-11325,-0.6,-14798,-4,1549,10,0
598,whitedragonfoz,NA1_4178715234,-7,-4,-10164,-1.4,-13076,0,1180,10,0
599,whitedragonfoz,NA1_4178711635,-29,-18,-14383,-1.6,-13118,-3,1304,10,0
600,whitedragonfoz,NA1_4178668974,23,9,18100,2.2,11366,-2,1120,10,1
601,whitedragonfoz,NA1_4178055586,10,8,8849,1.6,5556,1,621,10,1
602,whitedragonfoz,NA1_4177995004,28,40,18599,1.2,14728,3,1355,10,1
603,whitedragonfoz,NA1_4177928781,22,23,6488,1.4,6078,1,1361,10,1
604,whitedragonfoz,NA1_4177933749,21,9,10299,1.2,5705,1,916,10,1
605,whitedragonfoz,NA1_4177847863,25,13,18317,2.2,20642,2,1318,10,1
606,whitedragonfoz,NA1_4177829390,-4,14,-10043,-0.6,-9383,0,2160,10,0
607,whitedragonfoz,NA1_4175916676,-23,-33,-8655,-0.8,-7525,-1,1655,10,0
608,whitedragonfoz,NA1_4175923541,24,13,13104,1.2,6749,2,1254,10,1
609,whitedragonfoz,NA1_4175869546,-27,-37,-17043,-1.8,-16465,-3,1570,10,0
610,whitedragonfoz,NA1_4034038836,0,0,268,0.2,0,0,212220,10,1
611,whitedragonfoz,NA1_4034008558,1,0,499,0.6,-107,0,205612,10,1
612,whitedragonfoz,NA1_4025178178,13,22,8992,1.6,9719,-1,1659587,10,1
613,whitedragonfoz,NA1_3998691268,11,7,6248,0.8,9025,2,2393842,10,1
614,whitedragonfoz,NA1_3996368379,-6,1,-1017,-0.0,13522,-1,2115762,10,1
